RC,Tag #,Manufacturer,Model,Model Number,Description,Responsibility,Status,Department,EQ Class,Serial Number,Date Acquired,Date Disabled,Warranty Date,Location,Risk Name,Risk Level,Alarm,Facility Tag Number,Misc Note,Billing Code,MTBF,Device MTBF,Purchase Cost,Manufacture Date,AEM Eligible,Proc(Freq)(NDue),Site Number,Manufacturer REC FREQ,Alias,TeleTracking Field Number,IP Address 1,IP Address 2,Freq,MAC,Port,Functional ID
0,123109,Manufacturer_15,Model_30,31,Description_605342,Responsiblity_30,Running,Department_16,EQ_Class_20,43646780,5/26/2019,5/10/2019,5/29/2019,Location_590,Risk_Name_30,1,None,615,None,435059,851,936,501001,4/10/2019,True,1,23,1,None,744376,147.1.241.36,173.172.89.115,1,1c:08:48:e5:c4:9d,1413,276
0,787865,Manufacturer_5,Model_18,14,Description_490677,Responsiblity_2,Running,Department_2,EQ_Class_13,61663256,5/15/2019,5/23/2019,5/5/2019,Location_549,Risk_Name_10,1,None,216,None,9862,393,587,262790,4/16/2019,True,1,22,1,None,171703,132.86.5.180,115.82.60.71,1,c9:0c:7c:11:8b:1e,1122,578
0,483729,Manufacturer_11,Model_31,3,Description_639283,Responsiblity_16,Running,Department_32,EQ_Class_11,3771134,5/29/2019,5/25/2019,5/28/2019,Location_939,Risk_Name_2,1,None,206,None,525011,285,403,366820,4/22/2019,True,1,28,1,None,936398,237.99.25.6,74.128.235.135,1,46:ef:34:05:a9:6c,2030,716
0,144952,Manufacturer_19,Model_26,16,Description_370213,Responsiblity_14,Running,Department_25,EQ_Class_28,60518004,5/25/2019,5/13/2019,5/31/2019,Location_816,Risk_Name_31,1,None,741,None,75121,329,9,178833,4/29/2019,True,1,23,1,None,81779,46.242.12.39,194.37.53.232,1,7a:3f:03:78:96:bb,1467,311
0,579859,Manufacturer_12,Model_22,20,Description_988744,Responsiblity_32,Running,Department_16,EQ_Class_27,77920725,5/21/2019,5/12/2019,5/1/2019,Location_455,Risk_Name_1,1,None,607,None,215079,405,204,86679,4/9/2019,True,1,24,1,None,570577,69.196.46.213,18.255.241.51,1,7d:e8:2d:80:4f:42,2019,450
0,1019928,Manufacturer_2,Model_15,28,Description_174511,Responsiblity_21,Running,Department_26,EQ_Class_23,37702523,5/9/2019,5/20/2019,5/21/2019,Location_632,Risk_Name_30,1,None,236,None,978870,323,999,285885,4/23/2019,True,1,27,1,None,799582,107.170.242.80,215.23.168.223,1,f7:e0:31:78:33:68,1182,228
0,7249,Manufacturer_20,Model_11,24,Description_600730,Responsiblity_8,Running,Department_31,EQ_Class_12,29694795,5/8/2019,5/25/2019,5/20/2019,Location_981,Risk_Name_30,1,None,967,None,128570,389,968,202772,4/26/2019,True,1,31,1,None,321964,141.67.209.218,185.61.160.15,1,f6:d0:89:2b:01:38,1532,791
0,365734,Manufacturer_4,Model_9,12,Description_388983,Responsiblity_20,Running,Department_20,EQ_Class_22,12640529,5/18/2019,5/16/2019,5/19/2019,Location_551,Risk_Name_3,1,None,885,None,739523,986,753,1040427,4/28/2019,True,1,16,1,None,360490,21.30.53.172,140.76.196.81,1,2e:c4:43:88:19:6f,1205,297
0,778307,Manufacturer_29,Model_16,25,Description_614011,Responsiblity_31,Running,Department_30,EQ_Class_15,13884798,5/1/2019,5/18/2019,5/31/2019,Location_177,Risk_Name_1,1,None,753,None,1039225,54,703,194034,4/16/2019,True,1,10,1,None,12437,183.149.112.249,150.102.126.152,1,d3:dc:3c:57:e7:68,1940,680
0,18340,Manufacturer_2,Model_3,23,Description_768464,Responsiblity_2,Running,Department_15,EQ_Class_18,93051699,5/28/2019,5/29/2019,5/4/2019,Location_772,Risk_Name_22,1,None,965,None,1008470,377,325,889661,4/30/2019,True,1,29,1,None,498852,177.249.214.157,178.51.200.113,1,eb:15:a1:a4:0f:de,1427,496
0,793233,Manufacturer_32,Model_2,5,Description_510784,Responsiblity_31,Running,Department_2,EQ_Class_31,72849362,5/5/2019,5/4/2019,5/27/2019,Location_732,Risk_Name_26,1,None,811,None,353802,987,878,4144,4/5/2019,True,1,17,1,None,514232,211.58.92.229,233.43.76.218,1,02:eb:61:d8:c7:1d,1965,477
0,123903,Manufacturer_18,Model_1,1,Description_256590,Responsiblity_30,Running,Department_14,EQ_Class_10,40765511,5/18/2019,5/10/2019,5/1/2019,Location_272,Risk_Name_4,1,None,205,None,631534,58,297,295360,4/12/2019,True,1,21,1,None,802386,125.17.179.74,207.138.16.72,1,3c:e4:37:26:22:50,1263,991
0,84948,Manufacturer_23,Model_28,29,Description_92840,Responsiblity_19,Running,Department_22,EQ_Class_24,217235,5/2/2019,5/29/2019,5/30/2019,Location_151,Risk_Name_17,1,None,679,None,12825,602,737,166885,4/26/2019,True,1,16,1,None,728663,177.186.48.19,120.92.95.206,1,c9:f7:38:ef:85:93,1519,950
0,82221,Manufacturer_25,Model_7,9,Description_676247,Responsiblity_29,Running,Department_10,EQ_Class_23,64237911,5/20/2019,5/7/2019,5/17/2019,Location_864,Risk_Name_26,1,None,45,None,385977,939,468,72237,4/28/2019,True,1,19,1,None,610296,17.65.62.225,167.14.33.39,1,5c:bf:3b:44:5d:21,1251,623
0,704667,Manufacturer_1,Model_20,7,Description_328615,Responsiblity_2,Running,Department_28,EQ_Class_4,32154153,5/28/2019,5/22/2019,5/12/2019,Location_614,Risk_Name_23,1,None,96,None,482419,216,765,179156,4/29/2019,True,1,12,1,None,912311,70.198.200.153,137.39.207.122,1,03:73:c8:7e:9c:5c,1661,803
0,789954,Manufacturer_26,Model_31,4,Description_972173,Responsiblity_21,Running,Department_1,EQ_Class_25,21550646,5/9/2019,5/19/2019,5/4/2019,Location_903,Risk_Name_14,1,None,537,None,964219,82,856,597413,4/29/2019,True,1,26,1,None,12828,99.250.76.162,137.26.180.249,1,11:29:5d:eb:51:c5,1648,590
0,811052,Manufacturer_19,Model_25,28,Description_341186,Responsiblity_2,Running,Department_6,EQ_Class_29,15410391,5/14/2019,5/4/2019,5/9/2019,Location_940,Risk_Name_19,1,None,256,None,929870,37,177,879979,4/4/2019,True,1,21,1,None,615601,141.67.209.218,38.203.150.83,1,0a:14:98:c4:90:5b,1490,521
0,569322,Manufacturer_25,Model_13,27,Description_90225,Responsiblity_21,Running,Department_7,EQ_Class_3,3986164,5/31/2019,5/3/2019,5/8/2019,Location_662,Risk_Name_10,1,None,212,None,81197,726,320,957981,4/29/2019,True,1,8,1,None,38571,254.154.133.61,249.255.9.172,1,f1:0a:c7:6b:2f:86,1311,841
0,40993,Manufacturer_14,Model_5,27,Description_751728,Responsiblity_9,Running,Department_18,EQ_Class_13,30049228,5/14/2019,5/8/2019,5/16/2019,Location_929,Risk_Name_15,1,None,65,None,781324,231,565,247645,4/25/2019,True,1,32,1,None,551429,150.103.34.55,141.164.46.32,1,48:5b:ce:61:db:4a,1052,621
0,993149,Manufacturer_16,Model_31,5,Description_745223,Responsiblity_3,Running,Department_21,EQ_Class_26,41270917,5/3/2019,5/1/2019,5/19/2019,Location_806,Risk_Name_6,1,None,972,None,92864,196,513,348183,4/23/2019,True,1,3,1,None,16209,214.60.109.85,165.63.248.12,1,72:81:12:b0:73:ab,1213,463
0,199387,Manufacturer_25,Model_22,8,Description_712825,Responsiblity_16,Running,Department_27,EQ_Class_9,58591022,5/7/2019,5/23/2019,5/20/2019,Location_908,Risk_Name_25,1,None,112,None,833102,994,271,935207,4/10/2019,True,1,1,1,None,46476,156.202.187.179,220.198.233.68,1,c2:0d:3f:41:a4:cd,1333,581
0,865052,Manufacturer_23,Model_30,13,Description_496021,Responsiblity_32,Running,Department_4,EQ_Class_31,17591663,5/14/2019,5/2/2019,5/24/2019,Location_162,Risk_Name_16,1,None,390,None,197087,281,85,430002,4/9/2019,True,1,31,1,None,907764,200.225.124.68,223.189.217.148,1,f7:fb:55:7a:07:50,1683,695
0,615774,Manufacturer_12,Model_29,20,Description_583297,Responsiblity_8,Running,Department_24,EQ_Class_25,77262672,5/1/2019,5/22/2019,5/13/2019,Location_753,Risk_Name_16,1,None,270,None,403556,685,431,203080,4/28/2019,True,1,30,1,None,258781,250.168.60.113,77.211.126.222,1,cd:1a:9d:2b:d8:a2,1813,157
0,567224,Manufacturer_31,Model_2,12,Description_320447,Responsiblity_31,Running,Department_12,EQ_Class_13,22723910,5/30/2019,5/22/2019,5/29/2019,Location_793,Risk_Name_10,1,None,144,None,428128,924,185,685586,4/21/2019,True,1,3,1,None,873171,185.153.177.249,234.65.181.214,1,a7:6f:6b:62:8d:cd,1248,138
0,734205,Manufacturer_21,Model_15,5,Description_856344,Responsiblity_10,Running,Department_25,EQ_Class_17,60831298,5/9/2019,5/6/2019,5/28/2019,Location_818,Risk_Name_19,1,None,672,None,384363,340,623,254773,4/18/2019,True,1,15,1,None,668289,224.136.25.165,85.23.105.43,1,4b:19:ba:c5:4a:fc,1247,630
0,1047568,Manufacturer_28,Model_29,25,Description_587090,Responsiblity_8,Running,Department_16,EQ_Class_8,90644046,5/16/2019,5/20/2019,5/9/2019,Location_240,Risk_Name_27,1,None,46,None,755566,181,787,472416,4/13/2019,True,1,21,1,None,680350,6.42.152.189,115.1.117.187,1,04:5e:32:9c:5e:85,1125,833
0,67312,Manufacturer_29,Model_14,6,Description_535343,Responsiblity_10,Running,Department_32,EQ_Class_1,40910233,5/14/2019,5/12/2019,5/16/2019,Location_496,Risk_Name_17,1,None,944,None,481757,243,371,871103,4/1/2019,True,1,18,1,None,308397,102.6.92.36,222.201.189.42,1,3f:7b:67:3f:c8:58,1463,492
0,9355,Manufacturer_4,Model_19,18,Description_953561,Responsiblity_9,Running,Department_32,EQ_Class_29,38131345,5/3/2019,5/9/2019,5/7/2019,Location_977,Risk_Name_20,1,None,864,None,505012,595,7,884553,4/24/2019,True,1,2,1,None,618655,228.163.28.49,48.177.75.38,1,cc:a2:5e:9a:b9:58,1138,679
0,739502,Manufacturer_10,Model_31,9,Description_521478,Responsiblity_1,Running,Department_5,EQ_Class_5,21010945,5/12/2019,5/18/2019,5/25/2019,Location_998,Risk_Name_30,1,None,445,None,370612,180,222,121606,4/8/2019,True,1,28,1,None,575851,25.239.164.17,88.148.32.167,1,dd:f2:41:2d:fa:5c,1217,984
0,730662,Manufacturer_15,Model_11,32,Description_500886,Responsiblity_9,Running,Department_32,EQ_Class_29,15908689,5/20/2019,5/31/2019,5/9/2019,Location_838,Risk_Name_32,1,None,382,None,414998,863,750,841509,4/28/2019,True,1,12,1,None,654190,16.24.31.105,150.103.34.55,1,8a:d1:3c:39:e8:56,1068,936
0,41939,Manufacturer_24,Model_10,28,Description_522644,Responsiblity_8,Running,Department_3,EQ_Class_13,28585711,5/18/2019,5/1/2019,5/7/2019,Location_908,Risk_Name_18,1,None,656,None,285678,936,596,544723,4/22/2019,True,1,4,1,None,539407,252.110.175.110,112.253.116.169,1,05:41:67:28:f0:ee,1779,507
0,368330,Manufacturer_12,Model_13,15,Description_832683,Responsiblity_8,Running,Department_23,EQ_Class_25,81694470,5/19/2019,5/10/2019,5/19/2019,Location_756,Risk_Name_9,1,None,425,None,644522,1023,445,294366,4/10/2019,True,1,25,1,None,803538,138.14.17.27,32.86.39.72,1,0a:8b:49:62:32:f8,1391,958
0,700452,Manufacturer_26,Model_18,8,Description_129541,Responsiblity_9,Running,Department_6,EQ_Class_6,82905286,5/3/2019,5/2/2019,5/4/2019,Location_443,Risk_Name_7,1,None,321,None,875704,760,553,263578,4/8/2019,True,1,10,1,None,207675,114.244.15.62,232.197.133.168,1,a5:c5:69:9a:cb:74,1574,723
0,273316,Manufacturer_21,Model_9,32,Description_663271,Responsiblity_11,Running,Department_22,EQ_Class_18,12134128,5/19/2019,5/17/2019,5/23/2019,Location_51,Risk_Name_18,1,None,823,None,93853,378,424,511419,4/24/2019,True,1,11,1,None,914356,172.166.140.1,249.113.14.238,1,89:3c:2e:bf:c3:13,1380,315
0,105528,Manufacturer_14,Model_5,19,Description_131890,Responsiblity_21,Running,Department_23,EQ_Class_7,14661902,5/16/2019,5/16/2019,5/23/2019,Location_435,Risk_Name_25,1,None,919,None,538057,416,430,449089,4/21/2019,True,1,19,1,None,472036,15.198.197.132,214.17.154.153,1,ba:81:9d:ea:a4:79,1359,180
0,467055,Manufacturer_30,Model_14,19,Description_477679,Responsiblity_10,Running,Department_3,EQ_Class_25,21887931,5/6/2019,5/18/2019,5/28/2019,Location_217,Risk_Name_10,1,None,376,None,122024,455,620,657339,4/15/2019,True,1,1,1,None,70376,150.102.126.152,94.134.34.203,1,46:06:ea:18:30:5c,1684,276
0,636430,Manufacturer_5,Model_11,5,Description_217202,Responsiblity_27,Running,Department_30,EQ_Class_28,60803507,5/17/2019,5/24/2019,5/7/2019,Location_819,Risk_Name_25,1,None,1,None,660037,173,664,365752,4/5/2019,True,1,10,1,None,262872,228.1.160.2,93.235.106.172,1,99:4b:ed:ab:14:b3,2044,898
0,164449,Manufacturer_20,Model_1,1,Description_446897,Responsiblity_7,Running,Department_19,EQ_Class_25,15530875,5/22/2019,5/6/2019,5/20/2019,Location_671,Risk_Name_17,1,None,507,None,549497,411,416,776973,4/31/2019,True,1,13,1,None,315927,150.173.132.218,188.226.126.45,1,93:b0:35:10:c4:93,1935,523
0,255038,Manufacturer_5,Model_2,28,Description_91502,Responsiblity_28,Running,Department_9,EQ_Class_23,97789097,5/30/2019,5/31/2019,5/3/2019,Location_855,Risk_Name_13,1,None,298,None,96542,558,928,674419,4/27/2019,True,1,22,1,None,678775,174.22.128.86,213.210.248.112,1,10:74:ae:1b:61:c9,1847,991
0,7357,Manufacturer_11,Model_20,17,Description_217607,Responsiblity_8,Running,Department_1,EQ_Class_20,26571767,5/27/2019,5/26/2019,5/27/2019,Location_470,Risk_Name_22,1,None,545,None,855541,980,717,768335,4/9/2019,True,1,23,1,None,949697,162.43.56.174,122.42.218.98,1,bf:fa:06:db:61:71,1307,362
0,658257,Manufacturer_30,Model_29,9,Description_831583,Responsiblity_31,Running,Department_15,EQ_Class_4,46267130,5/29/2019,5/25/2019,5/21/2019,Location_567,Risk_Name_15,1,None,665,None,95497,326,386,651211,4/3/2019,True,1,26,1,None,435758,240.14.220.101,228.163.28.49,1,ba:81:9d:ea:a4:79,1053,447
0,247076,Manufacturer_13,Model_15,7,Description_50108,Responsiblity_3,Running,Department_14,EQ_Class_7,13338437,5/9/2019,5/21/2019,5/16/2019,Location_427,Risk_Name_12,1,None,1019,None,444559,742,635,718452,4/5/2019,True,1,28,1,None,329851,243.19.191.62,81.229.176.51,1,d6:46:cc:06:84:d0,1874,734
0,699256,Manufacturer_19,Model_2,1,Description_607864,Responsiblity_24,Running,Department_6,EQ_Class_7,50364842,5/13/2019,5/26/2019,5/11/2019,Location_373,Risk_Name_19,1,None,936,None,262752,943,413,220583,4/1/2019,True,1,21,1,None,49207,58.206.180.226,31.63.10.226,1,42:03:d6:41:3a:0d,1177,866
0,534230,Manufacturer_21,Model_17,3,Description_991539,Responsiblity_4,Running,Department_32,EQ_Class_16,50162743,5/6/2019,5/12/2019,5/12/2019,Location_689,Risk_Name_29,1,None,506,None,689819,980,966,737172,4/19/2019,True,1,4,1,None,1007677,140.255.249.240,241.123.101.152,1,10:9c:43:19:a5:84,1785,44
0,803312,Manufacturer_26,Model_21,15,Description_129576,Responsiblity_12,Running,Department_29,EQ_Class_11,27998912,5/25/2019,5/1/2019,5/15/2019,Location_316,Risk_Name_32,1,None,239,None,206812,238,550,776490,4/28/2019,True,1,1,1,None,159411,107.134.128.164,37.102.161.6,1,0c:41:7d:17:38:d1,1720,402
0,175484,Manufacturer_14,Model_6,17,Description_499960,Responsiblity_8,Running,Department_31,EQ_Class_26,50918172,5/11/2019,5/1/2019,5/19/2019,Location_725,Risk_Name_22,1,None,785,None,600048,115,936,785887,4/31/2019,True,1,26,1,None,137630,33.1.7.94,166.51.19.218,1,63:9c:2b:5d:16:21,1815,808
0,974928,Manufacturer_25,Model_24,2,Description_634010,Responsiblity_7,Running,Department_30,EQ_Class_21,78923274,5/30/2019,5/1/2019,5/1/2019,Location_479,Risk_Name_29,1,None,94,None,525761,1024,773,376928,4/5/2019,True,1,20,1,None,899648,203.131.133.14,146.186.131.13,1,cb:a0:dc:a1:0b:89,1241,966
0,981149,Manufacturer_19,Model_13,32,Description_662446,Responsiblity_15,Running,Department_21,EQ_Class_29,84502259,5/9/2019,5/25/2019,5/27/2019,Location_513,Risk_Name_1,1,None,499,None,782331,916,716,153558,4/26/2019,True,1,13,1,None,60471,48.3.3.158,25.239.164.17,1,26:3f:7f:af:13:1a,1196,124
0,767072,Manufacturer_17,Model_20,14,Description_899075,Responsiblity_15,Running,Department_4,EQ_Class_18,16755736,5/1/2019,5/14/2019,5/24/2019,Location_346,Risk_Name_6,1,None,313,None,366792,672,535,991615,4/29/2019,True,1,30,1,None,571604,223.216.209.230,14.135.213.103,1,c9:fa:bb:ef:b3:80,1225,833
0,50026,Manufacturer_25,Model_9,12,Description_380438,Responsiblity_18,Running,Department_29,EQ_Class_7,39627486,5/10/2019,5/10/2019,5/1/2019,Location_792,Risk_Name_30,1,None,600,None,418430,937,778,944496,4/26/2019,True,1,7,1,None,569602,103.251.167.253,153.5.163.60,1,93:92:e9:9e:d3:ed,1945,952
0,290422,Manufacturer_8,Model_15,14,Description_1026123,Responsiblity_7,Running,Department_6,EQ_Class_7,70966030,5/11/2019,5/18/2019,5/12/2019,Location_163,Risk_Name_6,1,None,23,None,654814,591,528,350574,4/15/2019,True,1,2,1,None,552412,205.168.174.241,205.22.79.171,1,25:3f:4b:56:78:35,1946,866
0,440751,Manufacturer_17,Model_31,15,Description_734273,Responsiblity_17,Running,Department_13,EQ_Class_14,81789944,5/3/2019,5/17/2019,5/16/2019,Location_98,Risk_Name_32,1,None,895,None,1016159,557,453,503901,4/28/2019,True,1,17,1,None,296777,93.8.93.140,37.10.152.173,1,31:64:80:67:ee:d4,1936,200
0,22871,Manufacturer_18,Model_20,31,Description_527379,Responsiblity_8,Running,Department_8,EQ_Class_16,32106785,5/16/2019,5/26/2019,5/4/2019,Location_704,Risk_Name_16,1,None,126,None,378222,900,945,152487,4/31/2019,True,1,30,1,None,450229,252.110.175.110,233.43.76.218,1,da:82:41:82:76:df,1567,501
0,117337,Manufacturer_23,Model_17,20,Description_181203,Responsiblity_11,Running,Department_6,EQ_Class_16,51524207,5/7/2019,5/17/2019,5/14/2019,Location_426,Risk_Name_21,1,None,611,None,188441,995,438,950374,4/2/2019,True,1,24,1,None,375151,33.33.48.126,32.50.97.129,1,ac:03:ca:b3:a9:36,2014,433
0,46076,Manufacturer_7,Model_14,27,Description_381959,Responsiblity_12,Running,Department_10,EQ_Class_18,61345055,5/2/2019,5/24/2019,5/8/2019,Location_943,Risk_Name_27,1,None,204,None,743794,25,382,525391,4/24/2019,True,1,13,1,None,937707,23.145.115.82,115.1.117.187,1,bb:45:4d:c6:62:2d,2017,344
0,254111,Manufacturer_8,Model_26,30,Description_35579,Responsiblity_29,Running,Department_2,EQ_Class_1,28763384,5/11/2019,5/29/2019,5/26/2019,Location_54,Risk_Name_2,1,None,270,None,730810,511,392,541496,4/29/2019,True,1,25,1,None,857357,208.39.188.84,12.152.232.210,1,f3:88:9b:b9:6e:f3,1031,1015
0,689431,Manufacturer_31,Model_19,9,Description_383558,Responsiblity_11,Running,Department_20,EQ_Class_20,71078668,5/16/2019,5/3/2019,5/29/2019,Location_286,Risk_Name_11,1,None,345,None,500362,767,327,208104,4/8/2019,True,1,30,1,None,625985,1.111.193.202,53.177.149.255,1,0b:2e:af:48:e5:16,1049,448
0,143938,Manufacturer_29,Model_17,26,Description_546998,Responsiblity_11,Running,Department_8,EQ_Class_3,18311377,5/14/2019,5/11/2019,5/14/2019,Location_31,Risk_Name_22,1,None,718,None,101074,359,367,935340,4/2/2019,True,1,32,1,None,135494,225.0.120.78,193.210.74.225,1,10:f1:42:05:6a:2c,1781,284
0,790758,Manufacturer_29,Model_21,26,Description_225028,Responsiblity_11,Running,Department_7,EQ_Class_21,98893555,5/2/2019,5/31/2019,5/13/2019,Location_310,Risk_Name_20,1,None,171,None,420752,370,49,399062,4/24/2019,True,1,31,1,None,315822,80.169.66.118,128.213.151.247,1,cc:56:e6:0b:f0:c5,1079,464
0,375793,Manufacturer_17,Model_13,31,Description_831364,Responsiblity_26,Running,Department_4,EQ_Class_15,90842221,5/23/2019,5/28/2019,5/11/2019,Location_55,Risk_Name_20,1,None,391,None,478347,577,47,182355,4/13/2019,True,1,1,1,None,773168,157.174.42.149,162.162.24.147,1,ad:73:a7:a7:bd:36,1623,700
0,440312,Manufacturer_11,Model_21,16,Description_356480,Responsiblity_20,Running,Department_2,EQ_Class_13,18350067,5/31/2019,5/19/2019,5/22/2019,Location_847,Risk_Name_13,1,None,679,None,724166,986,303,176818,4/6/2019,True,1,12,1,None,623593,177.156.196.6,85.125.138.165,1,12:b0:9f:b2:81:3b,1063,297
0,1028071,Manufacturer_11,Model_14,32,Description_412495,Responsiblity_30,Running,Department_26,EQ_Class_15,71873844,5/16/2019,5/16/2019,5/14/2019,Location_753,Risk_Name_14,1,None,718,None,600874,228,721,261297,4/2/2019,True,1,22,1,None,1030585,250.167.50.111,140.134.5.249,1,4a:49:78:47:d2:c7,1685,743
0,711383,Manufacturer_3,Model_22,24,Description_139134,Responsiblity_29,Running,Department_32,EQ_Class_8,96857981,5/15/2019,5/16/2019,5/27/2019,Location_406,Risk_Name_17,1,None,423,None,463513,220,733,221867,4/25/2019,True,1,28,1,None,83986,36.229.126.81,46.26.22.25,1,3c:55:39:7f:29:a0,1501,1024
0,20150,Manufacturer_13,Model_14,27,Description_430925,Responsiblity_4,Running,Department_18,EQ_Class_3,87053399,5/15/2019,5/25/2019,5/3/2019,Location_245,Risk_Name_32,1,None,143,None,663791,964,934,254043,4/3/2019,True,1,27,1,None,518131,227.25.78.73,185.125.34.76,1,bc:b4:56:3b:38:b6,1367,599
0,254821,Manufacturer_16,Model_18,25,Description_646780,Responsiblity_7,Running,Department_9,EQ_Class_25,686106,5/19/2019,5/18/2019,5/5/2019,Location_63,Risk_Name_7,1,None,294,None,688200,748,258,114983,4/27/2019,True,1,29,1,None,173310,96.0.64.138,147.237.184.167,1,d0:d6:18:19:12:bc,1047,131
0,952548,Manufacturer_3,Model_4,15,Description_82627,Responsiblity_3,Running,Department_13,EQ_Class_21,80465341,5/14/2019,5/25/2019,5/23/2019,Location_656,Risk_Name_9,1,None,1005,None,706874,1003,488,336177,4/8/2019,True,1,28,1,None,384203,103.251.167.253,97.141.203.33,1,6c:c5:bc:23:2e:54,1536,483
0,834894,Manufacturer_24,Model_27,14,Description_557068,Responsiblity_13,Running,Department_18,EQ_Class_14,66194695,5/11/2019,5/1/2019,5/24/2019,Location_552,Risk_Name_2,1,None,518,None,752303,520,57,955945,4/4/2019,True,1,21,1,None,617303,7.235.175.231,42.197.149.126,1,4c:fd:7b:d4:a7:c9,1835,236
0,881458,Manufacturer_28,Model_3,12,Description_20432,Responsiblity_12,Running,Department_23,EQ_Class_29,56682202,5/14/2019,5/15/2019,5/31/2019,Location_1006,Risk_Name_27,1,None,302,None,265687,437,671,111960,4/27/2019,True,1,23,1,None,78212,124.103.53.148,52.191.81.16,1,86:69:63:7f:46:5e,1077,836
0,414245,Manufacturer_21,Model_25,18,Description_145720,Responsiblity_23,Running,Department_29,EQ_Class_19,39540650,5/17/2019,5/16/2019,5/6/2019,Location_766,Risk_Name_13,1,None,653,None,226111,712,821,506300,4/22/2019,True,1,15,1,None,670971,100.239.171.195,154.187.2.68,1,7a:29:d3:01:fa:2c,1568,178
0,660714,Manufacturer_5,Model_13,29,Description_212438,Responsiblity_11,Running,Department_6,EQ_Class_23,34790565,5/3/2019,5/2/2019,5/15/2019,Location_990,Risk_Name_31,1,None,941,None,97328,254,256,555798,4/13/2019,True,1,12,1,None,894827,193.210.74.225,220.198.233.68,1,a9:b6:f5:9c:5b:54,1455,346
0,208787,Manufacturer_22,Model_15,2,Description_282086,Responsiblity_21,Running,Department_19,EQ_Class_26,17891438,5/28/2019,5/25/2019,5/21/2019,Location_6,Risk_Name_24,1,None,745,None,622024,928,265,425400,4/20/2019,True,1,16,1,None,275513,31.63.10.226,138.125.130.68,1,3c:01:c5:9a:d7:9d,1063,496
0,31506,Manufacturer_25,Model_9,14,Description_421050,Responsiblity_8,Running,Department_31,EQ_Class_24,31018189,5/5/2019,5/4/2019,5/27/2019,Location_935,Risk_Name_22,1,None,583,None,450614,192,982,191180,4/14/2019,True,1,23,1,None,802142,20.70.180.238,194.126.105.60,1,66:10:b2:84:a2:c4,1622,501
0,929380,Manufacturer_13,Model_9,17,Description_904772,Responsiblity_24,Running,Department_13,EQ_Class_29,29934943,5/8/2019,5/27/2019,5/10/2019,Location_454,Risk_Name_23,1,None,719,None,361316,488,966,508040,4/29/2019,True,1,11,1,None,374740,214.36.147.187,255.54.170.248,1,a7:a5:b8:52:2d:4c,1645,42
0,573849,Manufacturer_8,Model_32,20,Description_831211,Responsiblity_25,Running,Department_32,EQ_Class_4,89200409,5/15/2019,5/23/2019,5/3/2019,Location_716,Risk_Name_24,1,None,374,None,976110,173,57,318605,4/22/2019,True,1,15,1,None,515348,211.59.2.116,152.104.55.148,1,d0:d2:ef:0c:18:2b,1039,840
0,157175,Manufacturer_14,Model_18,7,Description_288950,Responsiblity_4,Running,Department_24,EQ_Class_5,93114355,5/17/2019,5/29/2019,5/11/2019,Location_954,Risk_Name_15,1,None,772,None,955655,533,298,983550,4/4/2019,True,1,1,1,None,562973,186.80.125.102,23.192.232.225,1,f6:e4:bc:90:43:cb,1912,409
0,931861,Manufacturer_32,Model_22,32,Description_323864,Responsiblity_28,Running,Department_16,EQ_Class_21,64406282,5/19/2019,5/31/2019,5/11/2019,Location_267,Risk_Name_13,1,None,332,None,290963,528,600,451041,4/12/2019,True,1,21,1,None,149934,172.166.140.1,212.208.80.248,1,96:9d:36:53:a3:de,1091,758
0,375837,Manufacturer_30,Model_17,25,Description_184095,Responsiblity_18,Running,Department_19,EQ_Class_20,82602205,5/14/2019,5/11/2019,5/11/2019,Location_194,Risk_Name_11,1,None,811,None,830886,184,1009,350933,4/10/2019,True,1,27,1,None,790091,178.90.18.188,160.215.192.4,1,d7:e9:95:45:8c:c5,1214,172
0,594856,Manufacturer_20,Model_13,9,Description_805894,Responsiblity_2,Running,Department_25,EQ_Class_10,59594022,5/24/2019,5/16/2019,5/14/2019,Location_853,Risk_Name_5,1,None,577,None,598791,531,604,1029886,4/8/2019,True,1,13,1,None,463916,173.70.32.150,95.48.191.77,1,78:70:25:93:96:89,1826,167
0,1046485,Manufacturer_19,Model_19,21,Description_673433,Responsiblity_2,Running,Department_32,EQ_Class_7,65754230,5/17/2019,5/16/2019,5/19/2019,Location_223,Risk_Name_7,1,None,72,None,674272,72,844,583383,4/17/2019,True,1,22,1,None,925495,37.104.237.76,80.169.66.118,1,95:92:5e:a3:7e:36,1479,628
0,762052,Manufacturer_32,Model_24,7,Description_8245,Responsiblity_22,Running,Department_7,EQ_Class_25,8045965,5/15/2019,5/4/2019,5/19/2019,Location_235,Risk_Name_12,1,None,407,None,67085,1018,436,368054,4/16/2019,True,1,30,1,None,516639,150.190.55.69,100.83.208.134,1,17:d3:5e:dc:db:8f,1975,308
0,284878,Manufacturer_7,Model_24,29,Description_529339,Responsiblity_7,Running,Department_7,EQ_Class_25,16404428,5/14/2019,5/23/2019,5/24/2019,Location_721,Risk_Name_12,1,None,477,None,172462,243,351,382413,4/7/2019,True,1,11,1,None,596196,46.20.12.117,215.23.168.223,1,2a:22:6a:4e:83:21,1330,183
